PRENOM,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
NEPTALIE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEPTUNE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,<5
NERDJES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,<5,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEREA,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,<5,<5,0,<5,0,0,0,0,<5,0,0,<5,0,0,0,<5,0,0,0,0,0,<5,<5,0,0,0
NERGIS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,<5,0,0
NERI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,<5,<5,0,0,0
NERIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,<5,0,<5,0,0,0,0
NERIAH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,<5,0,0,<5,<5,0,<5,<5,<5,<5,<5,<5,<5,<5
NERIJA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0
NERIMAN,0,0,0,0,<5,0,<5,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NERIMENE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0
NERINE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0
NERISSA,0,<5,<5,<5,0,0,0,0,0,0,0,0,<5,0,0,0,<5,0,<5,0,0,0,0,<5,<5,<5,<5,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0
NERIYA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,<5,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0
NERIYAH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,<5,0,0,<5,0,0,0
NERLANDE,<5,<5,<5,<5,0,0,0,<5,<5,0,0,0,0,0,0,<5,0,0,0,<5,0,<5,0,0,<5,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0
NERLEY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,<5,0,0,0,0
NERLIE,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0
NERLINE,<5,<5,0,0,0,<5,<5,0,<5,0,0,0,<5,<5,0,0,<5,0,0,0,0,<5,0,<5,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NERLY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NERLYNE,0,0,0,0,0,<5,0,0,0,0,<5,0,0,0,<5,0,0,<5,0,0,<5,0,0,0,0,0,0,<5,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NERMA,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NERMEEN,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,<5,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0
NERMIN,0,0,0,<5,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,<5,0,0,0,0,0,0,0,<5,0,0,0,0,<5,0,<5,<5,0,0,0,<5,0,0,<5,0,0
NERMINA,0,0,0,0,0,0,<5,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NERMINE,0,<5,0,<5,0,<5,0,0,0,0,<5,0,0,<5,<5,<5,0,0,<5,0,0,<5,<5,0,0,<5,0,<5,0,6,6,<5,5,<5,<5,<5,<5,<5,<5,<5,0,0,0,<5,0
NERY,0,0,<5,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NESHA,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NESHAMA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NESLIE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NESLIHAN,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,<5,0,0,0,<5,0,<5,0,0,<5,<5,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,<5,0,0
NESLINE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NESMA,0,0,0,0,0,0,<5,0,<5,0,<5,0,0,<5,0,0,<5,0,0,<5,0,0,0,0,<5,0,0,<5,0,0,<5,0,0,<5,<5,<5,0,<5,<5,<5,<5,<5,<5,<5,<5
NESREEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5
NESREN,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NESRIN,0,0,0,0,<5,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NESRINE,<5,<5,<5,5,<5,<5,<5,<5,<5,<5,<5,<5,<5,5,<5,<5,<5,10,5,<5,5,6,<5,6,11,8,9,11,15,18,7,10,9,12,7,9,5,5,<5,<5,<5,<5,<5,<5,<5
NESS,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,<5,0,0,0,<5,0,0,0,0,<5,0,0,0,<5,0,<5
NESSA,0,0,0,0,0,0,0,0,0,0,0,<5,0,<5,0,0,0,<5,0,0,0,0,<5,<5,0,<5,0,<5,0,<5,<5,0,0,<5,<5,<5,<5,<5,<5,<5,<5,0,<5,<5,<5
NESSAH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5
NESSA ROSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0
NESSERINE,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,<5,<5,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0
NESSIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0
NESSIE,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,<5,0,0,0,<5,0,0,0,0,0,0,<5,0,<5,0
NESSMA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,<5,0,0,0,<5,0,0,0,0,0,0,0,0,0,0
NESSRINE,0,0,0,<5,0,<5,0,0,0,0,0,0,0,0,<5,0,<5,0,0,<5,0,0,<5,<5,0,<5,<5,0,0,<5,0,0,<5,<5,0,0,0,0,0,0,0,0,0,0,<5
NESSY,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,<5,0,0,0,0,0
NESSYA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,<5,0,0,0,<5,0,0,<5,<5,0,<5,0,0
NESYA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0
NETA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,<5,<5,0,0,0,0,0,0,0,<5,0,<5,<5,0,0,0,0,0,0,0,0,<5,<5
NETA LEAH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,<5,0,0,0,0,0,0,0
NETANYA,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NETHANIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,<5,0,0,<5,0,0,0,<5,0,0,0,<5,0,0,0,0,0,0,0,<5,0
NETHMI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NETRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,<5,0,0,0,<5,0,0,<5,0,0
NETTA,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,<5,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,<5,0,<5,0,0,0,0
NEUZA,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0
NEV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,<5,0,0,0,0,0,0,0,0,0,0,<5,<5,<5,0,0,0,<5,0,<5
NEVA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,<5,0,<5,<5,0,0,<5,<5,0,<5,<5,0,<5,<5,<5,5,<5,<5,<5,<5,<5,5,<5,<5,<5,<5,<5
NEVADA,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,<5,0,0,<5,0,0,0,0,0,0,0,<5,<5,<5,<5,<5,0,0,0,0,0,0,<5,0,0,0,0
NEVAEH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,5,5,<5,<5,<5,<5,7,<5,7,6,6,<5,<5,<5,<5,<5,<5,<5,6,5
NEVAEH ROSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,<5,0
NEVALY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,<5
NEVANA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,<5,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0
NEVAYA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0
NEVAYAH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,<5,0,0
NEVE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,<5,<5,<5,<5,<5,<5,<5,<5,<5,8,<5,<5,8,<5,<5,<5,<5,<5,<5,<5,<5,<5,<5,<5,<5,<5,<5
NEVEAH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,<5,0,<5,<5,<5,<5,<5,<5,0,<5,<5,<5,<5,0,<5
NEVEEN,0,0,0,0,0,0,0,0,0,0,0,<5,<5,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0
NEVELY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,<5,0,0,0,<5,0,<5
NEVENA,0,0,0,0,<5,0,0,<5,0,0,<5,0,0,0,0,<5,0,0,0,0,<5,0,<5,0,0,<5,0,0,<5,0,0,<5,<5,<5,0,0,0,<5,0,0,0,0,0,<5,0
NEVENKA,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEVEYAH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,<5,<5
NEVIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,<5,0,0,<5,<5,<5,0,0,<5,<5,<5,0,0,0,<5,<5
NEVIN,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,<5,0,0
NEVINE,0,<5,<5,0,0,0,0,0,<5,0,0,0,0,<5,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,<5,0,0,0,0,<5,0,0,0,0,0
NEVY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0
NEVYA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,<5,0,0,0,0,0,0,<5,<5
NEWINA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5
NEWSHA,0,0,<5,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEYA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,<5,0,0,<5,<5,0,0,0,<5,0,0,<5,0,0,0,0,0
NEYKA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0
NEYLA,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,<5,<5,0,0,<5,<5,0,<5,0,<5,<5,<5,<5,<5,<5,<5,9,<5,<5,11,<5,<5,<5,<5,8,7,11,6,8
NEYLAH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,<5,0,0,0
NEYLIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,<5,0,0,0,0,0,0,<5,0,0
NEYLLA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,<5,0,<5,0,0,0,0,0,0,0,0,0
NEYNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,<5,0,0
NEYRA,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEYROUZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,<5,0,0,0
NEYSA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,<5,0,0,0,0,0,0
NEYSHA,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,<5,<5,0,0,<5,0,0,0,0,<5,0,0,0,0,0,0
NEYSSA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,<5,<5,0,0,<5,<5,<5,<5,0,<5,<5,0,0,0,0,0,<5,<5,0,0,<5,<5,<5,<5,0,<5,<5,0
NEZA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,<5,0
NEZHA,0,0,0,<5,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0
NEZIAH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,<5,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NGA,<5,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NGALULA,<5,0,0,0,<5,0,0,0,0,0,<5,0,0,0,<5,0,0,0,<5,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NGAN KHANH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,<5,0,0,0,0,0,0,0
NGA WUN,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0
NGHI,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NGOC,0,0,0,0,0,0,0,0,0,0,0,<5,<5,0,<5,0,0,0,0,0,<5,0,0,<5,0,<5,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NGOC AN,0,0,0,0,<5,0,<5,0,0,0,<5,0,0,0,0,<5,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NGOC ANH,0,<5,0,<5,<5,0,0,0,0,<5,0,0,0,<5,<5,0,0,0,0,0,0,0,0,<5,0,0,0,0,<5,0,0,0,<5,0,<5,0,0,0,0,0,0,0,0,<5,0
NGOC ANH THU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,<5,<5,0,0,0,0,0,0,0,0,0,0
NGOC BAO TRAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,<5,0,0,0,0,0,0,0
NGOC BAO TRAN,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NGOC BICH,0,0,0,0,0,<5,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NGOC CHAU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,<5,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NGOC DIEM QUYNH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0
NGOC DUNG,0,0,<5,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NGOC HA,0,<5,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,<5,0,0,0,0,0,0,0,0,0,0,0,0
NGOC HAN,<5,0,0,0,0,<5,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,<5,0,0,0,0,<5,0,<5,0,0,0,0,0,0,0
NGOC JENNY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NGOC KIM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NGOC LAN,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0
NGOC LINH,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,<5,<5,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0
NGOC MAI,<5,0,0,0,0,0,0,0,0,<5,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,<5,0,0,0,0,0,0,0,0,0
NGOC MINH,0,0,0,0,0,0,0,0,<5,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NGOC MINH ANH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0
NGOC MINH CHAU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,<5,0,0,0,0,0,0,0,0
NGOC MINH TAM,0,0,<5,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0
NGOC MY,0,0,0,0,0,<5,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,<5,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NGOC NHU,0,0,0,0,0,0,0,0,0,0,0,<5,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NGOC QUYEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NGOC QUYNH,0,0,0,<5,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NGOC QUYNH NHI,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0
NGOC THAI AN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0
NGOC THANH,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NGOC THAO,0,<5,0,0,0,0,0,0,0,0,0,0,<5,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NGOC THIEN KIM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,<5,0,0,0,0,<5,0,0,0,0,0,0,0,<5,<5,0,0,0,0,0,0
NGOC THUY,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,<5,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NGOC TRAM,0,0,<5,0,0,0,0,<5,0,<5,0,<5,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0
NGOC TRANG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,<5,0,0,0,0,0,0,0,0,0,0,0
NGOC TU,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0
NGOC YEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
