PRENOM,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
GABRIELLE MAEVA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GABRIELLE MARIE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,<5,<5,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0
GABRIELLE MAY,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GABRIELLE MYRIAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GABRIELLE OLIVIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GABRIELLE ROSE,0,0,0,0,0,0,0,0,0,0,<5,<5,0,0,0,0,0,0,0,<5,0,<5,0,0,0,<5,0,<5,0,0,<5,0,<5,0,0,<5,0,0,0,0,0,<5,<5,0,0
GABRIELLE-ROSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GABRRIELLE,<5,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GABRYANNE,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,<5,0,0,0,<5,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0
GABRYEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,<5,0,0,0,0,<5,<5,<5,0,<5,0,0,0,<5,0,0,0,0,<5,0,0,0,0
GABRYELA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,<5,0,0,0,0,0,0,0,0,<5,0
GABRYELE,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,<5,<5,0,0,<5,<5,<5,<5,<5,0,0,0,0,0,0,0,<5,0,0,0,0,0,<5,0,0,0,0,0,0,0
GABRYELL,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GABRYELLA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,<5,0,0,0,0,0,0,<5,0,<5,0,<5,0,0,0,<5,0,0,<5,<5,<5,<5,<5,0,0
GABRYELLE,0,<5,<5,0,0,<5,<5,<5,<5,<5,<5,<5,0,<5,<5,<5,<5,<5,9,6,<5,6,6,5,6,<5,6,6,7,<5,7,<5,<5,<5,<5,<5,<5,<5,<5,<5,<5,<5,0,<5,<5
GABY,5,<5,6,<5,0,<5,<5,0,6,5,<5,<5,<5,6,<5,<5,<5,0,<5,0,0,0,0,0,<5,<5,0,0,<5,<5,<5,0,<5,0,<5,0,6,<5,6,5,<5,<5,<5,<5,<5
GABY-ROSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,<5,0
GACIA,0,<5,<5,<5,0,0,<5,0,<5,0,<5,0,0,0,0,<5,0,0,<5,0,0,0,0,0,0,<5,<5,0,0,<5,<5,0,0,0,0,0,<5,0,0,0,0,0,0,0,<5
GADIELA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,<5,0,0,0,0,0,0,0,0
GADIELLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,<5,0,0,0,0,0,<5,<5
GADIR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAEL,<5,<5,0,<5,<5,<5,0,0,0,<5,<5,<5,5,<5,<5,<5,<5,0,<5,<5,<5,<5,<5,<5,<5,<5,<5,<5,<5,<5,0,0,<5,0,<5,0,0,0,<5,<5,0,<5,0,0,0
GAELA,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0
GAELE,0,0,0,<5,0,0,<5,0,0,0,<5,0,0,<5,0,0,<5,<5,0,<5,<5,<5,0,0,0,<5,0,<5,<5,<5,<5,0,<5,0,<5,0,0,<5,0,0,<5,<5,0,0,0
GAELIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0
GAELL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5
GAELLA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,<5,0,0,0,<5,0,0,0,<5,0,0,<5,0,0,<5,0,0,0,0,<5,0,0,<5,0,0,0
GAELLE,7,6,<5,6,10,<5,12,9,9,12,12,11,14,14,13,13,12,14,16,15,24,18,20,20,23,34,34,46,26,40,42,35,41,14,29,20,21,28,28,20,17,14,13,17,12
GAELLE ISABELLE,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAELLE MARIE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0
GAELLIE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,<5,0
GAESHA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAETANE,<5,<5,<5,0,<5,0,<5,<5,0,0,0,<5,0,<5,0,0,<5,<5,0,0,0,0,0,0,0,<5,0,0,<5,<5,0,0,0,0,0,<5,0,<5,0,0,0,0,0,0,0
GAETANNE,<5,<5,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GA EUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAEUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,<5,<5,<5,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAFFNEY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0
GAGAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAGANDEEP,0,0,0,<5,0,0,<5,0,0,0,<5,<5,<5,<5,0,<5,<5,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0
GAGANDEEP KAUR,0,0,0,0,0,0,0,0,0,0,0,<5,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAHYUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0
GAIA,0,0,0,0,0,0,0,0,0,<5,<5,0,<5,0,0,<5,<5,0,<5,<5,<5,6,6,<5,<5,<5,10,8,6,8,10,<5,6,5,5,8,<5,13,13,10,11,10,12,14,<5
GAIANE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,<5,0,<5,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAIA VIKTORIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,<5,0,0,0,0
GAIL,<5,<5,<5,<5,<5,<5,0,<5,0,<5,0,0,<5,0,0,0,<5,<5,<5,0,<5,0,0,<5,0,0,<5,<5,0,0,0,0,0,0,0,<5,0,0,<5,0,0,0,0,0,0
GAILA,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0
GAINA,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,<5,0,0,0,0,0,0
GAITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,<5,0,0,0,0,0,0,<5,0,0,0,0,<5,0,0,0,<5,0,0,0,0,0,0,0,<5
GALA,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,<5,0,<5,0,0,0,0,<5,0,<5,<5,<5,<5,0,<5,0,0,0,<5,<5,0,0,<5,<5,0,0,0
GALABRIEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GALADRIEL,<5,<5,<5,0,0,0,0,0,0,<5,0,<5,0,0,0,<5,0,0,<5,0,0,0,<5,0,<5,<5,<5,<5,<5,0,0,0,<5,0,0,<5,0,0,<5,0,0,0,0,<5,<5
GALADRIELLE,0,0,<5,<5,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,<5,0,<5,0,<5,<5,0,0,0,<5,0,<5,0,<5,0,0,0,<5,0,0,<5,<5,<5,0,0
GALATEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GALAXIE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,<5,0
GALE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GALENA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,<5,<5,0,0,0,0,0,0,0,0,0,0
GALI,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,<5,0,0,0,0,0,0,0,0,<5,0,0,0,<5,0,0,<5,<5,0,<5,0,0,<5,0,<5,<5,0,0,0
GALIA,0,<5,<5,0,<5,0,0,<5,0,<5,0,0,<5,0,0,0,0,0,<5,<5,0,<5,0,0,<5,<5,0,0,<5,<5,<5,0,<5,<5,<5,<5,<5,0,0,0,<5,<5,<5,<5,0
GALIAH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0
GALIANE,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0
GALIE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,<5,0,0,0,0,0,0,0,0,0,0,0,0
GALILEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,<5,0,<5,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0
GALILEE,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GALIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GALINA,0,0,0,<5,0,<5,0,0,0,0,<5,<5,0,<5,0,0,<5,<5,0,0,<5,0,0,0,0,0,0,<5,<5,0,0,0,<5,0,0,<5,0,0,<5,0,0,0,0,0,0
GALINE,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,<5,0,0,0,0,0
GALIT,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0
GALITH,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GALLIA,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GALLY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,<5,0,0,0,0
GALY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GALYA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0
GALYNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0
GAMAELLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,<5,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0
GAMILA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,<5,0,0,0,0,0,0,<5,0,0,0
GAMZE,0,0,0,0,0,<5,0,<5,0,0,0,0,0,<5,0,0,<5,0,0,0,0,0,<5,0,0,<5,0,0,0,<5,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0
GAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GANA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,<5,<5,<5,<5,0,0,0,0,0,0,0,0,0,0,0,0
GANAELLE,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5
GANDOM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,<5,0,0
GANESHA,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GANEVIEVE,<5,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GANGA,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GANGA MAYA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GANNA,0,<5,0,0,0,<5,<5,0,0,<5,0,0,<5,0,<5,0,0,<5,<5,0,0,0,<5,0,0,0,0,<5,0,<5,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0
G ANNE,0,0,0,0,0,0,<5,<5,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GARANCE,0,0,0,<5,0,<5,0,0,0,<5,0,0,<5,0,<5,0,<5,<5,<5,0,0,<5,<5,<5,<5,<5,<5,<5,<5,<5,<5,<5,<5,<5,0,<5,0,0,<5,0,<5,<5,<5,0,<5
GARDENIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0
GARDINE,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,<5,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GARGI,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,<5,0,0,0,0,0,0,0,0,0,<5,0,<5,0
GARIFALIA,<5,0,0,<5,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GARIMA,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GARINE,0,0,<5,0,0,0,<5,0,<5,0,0,<5,0,<5,0,0,0,<5,<5,0,<5,0,<5,<5,0,0,0,0,0,0,<5,0,0,<5,0,0,0,0,0,0,0,0,0,0,0
GARLINE,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GARNI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,<5,0,0,<5,0,0,0
GASIA,0,0,0,0,0,0,0,0,0,0,<5,0,<5,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GASSIA,0,<5,0,0,0,0,0,0,<5,0,0,0,0,0,<5,<5,<5,<5,0,<5,0,0,0,0,<5,0,0,0,<5,0,0,0,0,0,0,<5,0,<5,0,0,0,0,0,0,0
GAURI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,<5,0,0,0,0,0,0,0,0,0,0,<5,0,0,0
GAVEN,0,0,0,0,0,0,0,<5,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAWON,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,<5,0,0,0,0,0,0,0,0,0,0,0
GAYA,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,<5,<5,0,<5,<5,0,<5,0,<5,<5,<5,<5,<5,<5,<5,0,0,<5,<5,<5,0,<5,<5,0,0
GAYANA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,<5,0,0,0,0,<5,0,0,0,0,0,0,0,0,0
GAYANAH,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0
GAYANE,0,0,0,0,0,0,0,<5,0,0,0,<5,0,0,0,0,0,0,<5,0,0,0,0,<5,<5,0,0,0,0,0,0,0,0,0,<5,<5,0,0,<5,0,0,0,0,0,0
GAYATHIRI,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAYATHIRY,0,0,0,0,<5,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAYATHRI,0,0,0,0,0,0,0,0,0,<5,<5,0,<5,<5,0,0,<5,<5,0,0,<5,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0
GAYEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,<5,0,0,0,0,0,0,<5,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAYELLE,0,0,0,0,0,0,0,0,0,0,0,<5,<5,0,<5,0,0,<5,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAYL,0,0,0,0,0,0,0,0,<5,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAYLE,<5,<5,<5,0,<5,0,<5,0,0,0,<5,0,0,<5,0,<5,<5,0,<5,0,<5,<5,<5,0,0,<5,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAZAL,<5,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,<5,0,0,0,0,<5,0,0,0,0,0,0,0,<5,0,0
GAZEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GE,<5,0,0,0,0,0,0,0,0,<5,0,0,<5,0,<5,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,<5,0,0,0,0
GEANINA,0,0,0,0,0,0,0,0,0,<5,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0
GEELA,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,<5,0,0,0,0,<5,0,0,0,0,0,0,0
GEENA,0,0,0,0,0,0,0,<5,0,0,<5,0,<5,<5,<5,0,<5,0,0,<5,0,<5,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GEERTHANA,0,0,0,0,0,0,0,0,0,<5,0,0,<5,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GEET,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,<5,0,0,0,0,0,0,0,0,0,<5,0,0
GEETA,<5,0,0,<5,0,0,0,0,0,0,<5,0,<5,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GEETHA,<5,0,0,0,0,0,<5,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GEETI,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,<5,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,<5,0,0,0
GEETIKA,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GEETY,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GEISHA,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,<5,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GELAREH,<5,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GELILA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,<5,0,0,<5,0
GELLY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GEMA,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,<5,<5
GEMIMA,0,0,0,0,0,<5,<5,<5,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,<5,0,<5,0,<5,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0
GEMINA,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,<5,0,<5,0,<5,0,0,0,0,0,<5,0,<5,0,<5,<5,0,0,0,0,0,0,0,0,0,0,0,0,0
GEMMA,0,<5,<5,<5,<5,0,<5,0,0,<5,<5,0,0,<5,<5,<5,<5,<5,0,<5,<5,0,<5,<5,<5,<5,<5,<5,<5,6,7,<5,8,9,14,9,5,14,11,13,6,12,13,23,17
GEMMA ROSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,<5,0
